command,x,y,heading,speed
MOVE_WITH_HEADING,76.31,69.22,42.32,50
MOVE_WITH_HEADING,77.06,69.9,42.32,50
MOVE_WITH_HEADING,77.81,70.59,42.32,50
MOVE_WITH_HEADING,78.56,71.27,42.32,50
MOVE_WITH_HEADING,79.31,71.95,42.32,50
MOVE_WITH_HEADING,80.06,72.63,42.32,50
MOVE_WITH_HEADING,80.81,73.32,42.32,50
MOVE_WITH_HEADING,81.56,74.0,42.32,50
MOVE_WITH_HEADING,82.31,74.68,42.32,50
MOVE_WITH_HEADING,83.06,75.36,42.32,50
MOVE_WITH_HEADING,83.81,76.04,42.32,50
MOVE_WITH_HEADING,84.56,76.73,42.32,50
MOVE_WITH_HEADING,85.31,77.41,42.32,50
MOVE_WITH_HEADING,86.05,78.09,42.32,50
MOVE_WITH_HEADING,86.8,78.77,42.32,50
MOVE_WITH_HEADING,87.55,79.46,42.32,50
MOVE_WITH_HEADING,88.3,80.14,42.32,50
MOVE_WITH_HEADING,89.05,80.82,42.32,50
MOVE_WITH_HEADING,89.8,81.5,42.32,50
MOVE_WITH_HEADING,90.55,82.18,42.32,50
NONE,90.55,82.18,38.78,0
MOVE_WITH_HEADING,91.34,82.82,38.78,50
MOVE_WITH_HEADING,92.13,83.45,38.78,50
MOVE_WITH_HEADING,92.91,84.08,38.78,50
MOVE_WITH_HEADING,93.7,84.72,38.78,50
MOVE_WITH_HEADING,94.49,85.35,38.78,50
MOVE_WITH_HEADING,95.28,85.98,38.78,50
MOVE_WITH_HEADING,96.06,86.61,38.78,50
MOVE_WITH_HEADING,96.85,87.25,38.78,50
MOVE_WITH_HEADING,97.64,87.88,38.78,50
MOVE_WITH_HEADING,98.42,88.51,38.78,50
MOVE_WITH_HEADING,99.21,89.14,38.78,50
MOVE_WITH_HEADING,100.0,89.78,38.78,50
MOVE_WITH_HEADING,100.79,90.41,38.78,50
MOVE_WITH_HEADING,101.57,91.04,38.78,50
MOVE_WITH_HEADING,102.36,91.68,38.78,50
MOVE_WITH_HEADING,103.15,92.31,38.78,50
MOVE_WITH_HEADING,103.94,92.94,38.78,50
MOVE_WITH_HEADING,104.72,93.57,38.78,50
MOVE_WITH_HEADING,105.51,94.21,38.78,50
MOVE_WITH_HEADING,106.3,94.84,38.78,50
MOVE_WITH_HEADING,107.09,95.47,38.78,50
MOVE_WITH_HEADING,107.87,96.1,38.78,50
MOVE_WITH_HEADING,108.66,96.74,38.78,50
MOVE_WITH_HEADING,109.45,97.37,38.78,50
MOVE_WITH_HEADING,110.24,98.0,38.78,50
MOVE_WITH_HEADING,111.02,98.64,38.78,50
MOVE_WITH_HEADING,111.81,99.27,38.78,50
MOVE_WITH_HEADING,112.6,99.9,38.78,50
MOVE_WITH_HEADING,113.39,100.53,38.78,50
MOVE_WITH_HEADING,114.17,101.17,38.78,50
MOVE_WITH_HEADING,114.96,101.8,38.78,50
MOVE_WITH_HEADING,115.75,102.43,38.78,50
MOVE_WITH_HEADING,116.54,103.07,38.78,50
MOVE_WITH_HEADING,117.32,103.7,38.78,50
MOVE_WITH_HEADING,118.11,104.33,38.78,50
NONE,118.11,104.33,172.77,0
MOVE_WITH_HEADING,117.12,104.46,172.77,50
MOVE_WITH_HEADING,116.12,104.58,172.77,50
MOVE_WITH_HEADING,115.13,104.71,172.77,50
MOVE_WITH_HEADING,114.13,104.84,172.77,50
MOVE_WITH_HEADING,113.14,104.96,172.77,50
MOVE_WITH_HEADING,112.14,105.09,172.77,50
MOVE_WITH_HEADING,111.15,105.21,172.77,50
MOVE_WITH_HEADING,110.15,105.34,172.77,50
MOVE_WITH_HEADING,109.16,105.47,172.77,50
MOVE_WITH_HEADING,108.16,105.59,172.77,50
MOVE_WITH_HEADING,107.17,105.72,172.77,50
MOVE_WITH_HEADING,106.17,105.85,172.77,50
MOVE_WITH_HEADING,105.18,105.97,172.77,50
MOVE_WITH_HEADING,104.18,106.1,172.77,50
MOVE_WITH_HEADING,103.19,106.22,172.77,50
MOVE_WITH_HEADING,102.19,106.35,172.77,50
MOVE_WITH_HEADING,101.2,106.48,172.77,50
MOVE_WITH_HEADING,100.2,106.6,172.77,50
MOVE_WITH_HEADING,99.21,106.73,172.77,50
MOVE_WITH_HEADING,98.21,106.86,172.77,50
MOVE_WITH_HEADING,97.22,106.98,172.77,50
MOVE_WITH_HEADING,96.22,107.11,172.77,50
MOVE_WITH_HEADING,95.23,107.23,172.77,50
MOVE_WITH_HEADING,94.23,107.36,172.77,50
MOVE_WITH_HEADING,93.24,107.49,172.77,50
MOVE_WITH_HEADING,92.24,107.61,172.77,50
MOVE_WITH_HEADING,91.25,107.74,172.77,50
MOVE_WITH_HEADING,90.25,107.87,172.77,50
MOVE_WITH_HEADING,89.26,107.99,172.77,50
MOVE_WITH_HEADING,88.26,108.12,172.77,50
MOVE_WITH_HEADING,87.27,108.24,172.77,50
MOVE_WITH_HEADING,86.27,108.37,172.77,50
MOVE_WITH_HEADING,85.28,108.5,172.77,50
MOVE_WITH_HEADING,84.28,108.62,172.77,50
MOVE_WITH_HEADING,83.29,108.75,172.77,50
MOVE_WITH_HEADING,82.29,108.88,172.77,50
MOVE_WITH_HEADING,81.3,109.0,172.77,50
MOVE_WITH_HEADING,80.3,109.13,172.77,50
MOVE_WITH_HEADING,79.31,109.25,172.77,50
MOVE_WITH_HEADING,78.31,109.38,172.77,50
MOVE_WITH_HEADING,77.32,109.51,172.77,50
MOVE_WITH_HEADING,76.32,109.63,172.77,50
MOVE_WITH_HEADING,75.33,109.76,172.77,50
MOVE_WITH_HEADING,74.33,109.89,172.77,50
MOVE_WITH_HEADING,73.34,110.01,172.77,50
MOVE_WITH_HEADING,72.34,110.14,172.77,50
MOVE_WITH_HEADING,71.35,110.26,172.77,50
MOVE_WITH_HEADING,70.35,110.39,172.77,50
MOVE_WITH_HEADING,69.36,110.52,172.77,50
MOVE_WITH_HEADING,68.36,110.64,172.77,50
MOVE_WITH_HEADING,67.37,110.77,172.77,50
MOVE_WITH_HEADING,66.37,110.9,172.77,50
MOVE_WITH_HEADING,65.38,111.02,172.77,50
MOVE_WITH_HEADING,64.38,111.15,172.77,50
MOVE_WITH_HEADING,63.39,111.27,172.77,50
MOVE_WITH_HEADING,62.39,111.4,172.77,50
MOVE_WITH_HEADING,61.4,111.53,172.77,50
MOVE_WITH_HEADING,60.4,111.65,172.77,50
MOVE_WITH_HEADING,59.41,111.78,172.77,50
MOVE_WITH_HEADING,58.41,111.9,172.77,50
MOVE_WITH_HEADING,57.42,112.03,172.77,50
MOVE_WITH_HEADING,56.42,112.16,172.77,50
MOVE_WITH_HEADING,55.43,112.28,172.77,50
MOVE_WITH_HEADING,54.43,112.41,172.77,50
MOVE_WITH_HEADING,53.44,112.54,172.77,50
MOVE_WITH_HEADING,52.44,112.66,172.77,50
MOVE_WITH_HEADING,51.45,112.79,172.77,50
MOVE_WITH_HEADING,50.45,112.91,172.77,50
MOVE_WITH_HEADING,49.46,113.04,172.77,50
MOVE_WITH_HEADING,48.46,113.17,172.77,50
MOVE_WITH_HEADING,47.47,113.29,172.77,50
MOVE_WITH_HEADING,46.47,113.42,172.77,50
MOVE_WITH_HEADING,45.48,113.55,172.77,50
MOVE_WITH_HEADING,44.48,113.67,172.77,50
MOVE_WITH_HEADING,43.49,113.8,172.77,50
MOVE_WITH_HEADING,42.49,113.92,172.77,50
MOVE_WITH_HEADING,41.5,114.05,172.77,50
MOVE_WITH_HEADING,40.5,114.18,172.77,50
MOVE_WITH_HEADING,39.51,114.3,172.77,50
MOVE_WITH_HEADING,38.51,114.43,172.77,50
MOVE_WITH_HEADING,37.52,114.56,172.77,50
MOVE_WITH_HEADING,36.52,114.68,172.77,50
MOVE_WITH_HEADING,35.53,114.81,172.77,50
MOVE_WITH_HEADING,34.53,114.93,172.77,50
MOVE_WITH_HEADING,33.54,115.06,172.77,50
MOVE_WITH_HEADING,32.54,115.19,172.77,50
MOVE_WITH_HEADING,31.55,115.31,172.77,50
MOVE_WITH_HEADING,30.55,115.44,172.77,50
MOVE_WITH_HEADING,29.56,115.57,172.77,50
MOVE_WITH_HEADING,28.56,115.69,172.77,50
MOVE_WITH_HEADING,27.57,115.82,172.77,50
MOVE_WITH_HEADING,26.57,115.94,172.77,50
MOVE_WITH_HEADING,25.58,116.07,172.77,50
MOVE_WITH_HEADING,24.58,116.2,172.77,50
MOVE_WITH_HEADING,23.59,116.32,172.77,50
MOVE_WITH_HEADING,22.59,116.45,172.77,50
MOVE_WITH_HEADING,21.6,116.58,172.77,50
MOVE_WITH_HEADING,20.61,116.7,172.77,50
MOVE_WITH_HEADING,19.61,116.83,172.77,50
MOVE_WITH_HEADING,18.62,116.95,172.77,50
MOVE_WITH_HEADING,17.62,117.08,172.77,50
MOVE_WITH_HEADING,16.63,117.21,172.77,50
MOVE_WITH_HEADING,15.63,117.33,172.77,50
MOVE_WITH_HEADING,14.64,117.46,172.77,50
MOVE_WITH_HEADING,13.64,117.59,172.77,50
MOVE_WITH_HEADING,12.65,117.71,172.77,50
MOVE_WITH_HEADING,11.65,117.84,172.77,50
MOVE_WITH_HEADING,10.66,117.96,172.77,50
MOVE_WITH_HEADING,9.66,118.09,172.77,50
MOVE_WITH_HEADING,8.67,118.22,172.77,50
MOVE_WITH_HEADING,7.67,118.34,172.77,50
MOVE_WITH_HEADING,6.68,118.47,172.77,50
MOVE_WITH_HEADING,5.68,118.6,172.77,50
MOVE_WITH_HEADING,4.69,118.72,172.77,50
MOVE_WITH_HEADING,3.69,118.85,172.77,50
NONE,3.69,118.85,172.77,0
